Time, A_B_binding,
0.0,0,
0.001000000000002041,404,
0.002000009999996102,424,
0.0030000099999901633,411,
0.0040000099999842244,432,
0.005000009999978286,396,
0.006000009999972347,419,
0.007000009999966408,404,
0.00800000999996047,405,
0.00900000999995453,428,
0.010000009999948592,412,
0.011000009999942653,433,
0.012000009999936714,431,
0.013000009999930775,419,
0.014000009999924836,408,
0.015000009999918898,425,
0.016000009999978013,459,
0.017000000000145545,420,
0.018000000000313078,408,
0.01900000000048061,434,
0.020000000000648145,448,
0.02100000000081568,412,
0.022000000000983212,419,
0.023000000001150746,424,
0.02400000000131828,425,
0.025000000001485813,409,
0.026000000001653346,425,
0.02700000000182088,432,
0.028000000001988413,421,
0.029000000002155947,420,
0.03000000000232348,431,
0.031000000002491014,434,
0.03200000000265855,422,
0.03300000000282608,408,
0.034000000002993615,419,
0.03500000000316115,463,
0.03600000000332868,417,
0.037000000003496215,411,
0.03800000000366375,384,
0.03900000000383128,431,
0.040000000003998816,413,
