Time (ms),ACS,ACO,std_ACO
0.0,1.0,1.0,0.0
1.0,1.6742573428923646,2.547374999999999,0.2876523780972443
2.0,1.8319394589654763,2.780499999999999,0.2698962184803633
3.0,1.8985747047020585,2.9053124999999995,0.30370675489483273
4.0,1.906210152959147,2.8921250000000014,0.30145172188096725
5.0,1.9256640591769614,2.919687499999999,0.3312976086070499
6.0,1.9337817179181922,2.9786249999999996,0.35699174972959813
7.0,1.9402529318745092,2.9923125000000006,0.32315202377325447
8.0,1.928553241240605,2.9591875000000014,0.2977381596617237
9.000000000000002,1.952524296908091,3.0178124999999993,0.3206151009680454
10.0,1.950345208878719,3.010749999999999,0.318702300352539
11.0,1.9507167589349796,3.0295624999999995,0.35960466031289134
12.0,1.951988861670076,2.984624999999998,0.31239800835632736
13.000000000000002,1.960571121587236,3.0834374999999987,0.4287940711679092
14.0,1.9538657065032186,2.998812500000001,0.33499264800701223
15.0,1.9588614001927198,3.0775625000000004,0.39470231563641717
16.0,1.9600347143916743,3.018375,0.3382732115095726
17.0,1.957844266120392,3.0383124999999995,0.4152114060556983
18.000000000000004,1.9557642257365018,3.0033124999999994,0.3124168076764597
19.0,1.9501197409864601,2.9842499999999994,0.36469752021366963
20.0,1.9678857657892366,3.025625,0.2973864016309421
21.0,1.9628079284217048,3.032749999999999,0.3382412230938151
22.0,1.9582397868065282,3.0023124999999995,0.34533119858876055
23.0,1.9379789216821108,2.9635,0.2586997535754528
24.0,1.9571602614727754,3.0039999999999996,0.376336700974008
25.0,1.9627050191977145,3.045625,0.43494387209730867
26.000000000000004,1.9694730418814237,3.076500000000001,0.45400227147008854
27.0,1.9544840119115205,3.0387499999999994,0.36475805337236894
28.0,1.9601253493200597,3.057500000000002,0.3671724730967724
29.0,1.9564192613524904,3.0594999999999986,0.36802840413478954
30.0,1.9546871853831087,3.0756250000000005,0.3753056046410711
31.0,1.9606426626283606,3.061437500000001,0.4098056465798758
32.0,1.9471969353352003,3.0308750000000004,0.39030318743894465
33.0,1.9713434563100665,3.072187500000001,0.33193134526397167
34.0,1.9657968758304614,3.076437500000001,0.34605235220808717
35.0,1.9559708364135207,3.013374999999999,0.2907493282451397
36.00000000000001,1.9624777997380665,3.015687500000001,0.2969473530253301
37.0,1.9611953230080865,3.1028125000000006,0.46102668628697624
38.0,1.9639600128238792,3.0519374999999993,0.3258782544428978
39.0,1.965917511560976,3.085875,0.3336266391866813
40.0,1.9789275723703659,3.13325,0.45538949674976054
